issn,year,anti_labor,neutral,pro_labor,total_labor,anti_labor_intensity,anti_labor_rr,total_labor_rr
2329-2385,1890,4,11,7,22,0.18181818181818182,1,7
2329-2458,1889,1,1,4,6,0.16666666666666666,0,0
2329-2458,1890,2,6,35,43,0.046511627906976744,0,3
2329-2598,1882,0,2,0,2,0.0,0,1
2329-2598,1883,0,6,1,7,0.0,0,6
2329-2598,1884,1,8,6,15,0.06666666666666667,0,7
2329-2598,1885,5,3,1,9,0.5555555555555556,5,7
2329-2598,1886,28,41,19,88,0.3181818181818182,13,33
2329-2598,1887,14,19,11,44,0.3181818181818182,3,12
2329-2598,1888,12,17,24,53,0.22641509433962265,5,15
2329-2598,1889,3,3,0,6,0.5,1,1
2329-2598,1890,0,0,3,3,0.0,0,0
2329-4019,1882,6,4,4,14,0.42857142857142855,0,2
2329-4019,1883,5,1,6,12,0.4166666666666667,2,2
2329-4019,1884,2,7,7,16,0.125,0,1
2329-4019,1885,20,22,4,46,0.43478260869565216,6,18
2329-4019,1886,36,26,17,79,0.45569620253164556,7,11
2329-4019,1887,35,36,16,87,0.40229885057471265,5,7
2329-4019,1888,34,15,46,95,0.35789473684210527,17,25
2329-4019,1889,14,14,14,42,0.3333333333333333,4,6
2329-4140,1872,2,0,0,2,1.0,0,0
2329-4140,1873,0,1,3,4,0.0,0,0
2329-4140,1874,0,1,0,1,0.0,0,1
2329-4140,1875,0,1,2,3,0.0,0,0
2329-4140,1877,8,3,6,17,0.47058823529411764,2,3
2329-4140,1878,2,0,2,4,0.5,0,0
2329-4140,1880,11,0,2,13,0.8461538461538461,0,0
2329-4140,1881,1,1,2,4,0.25,0,0
2329-4140,1882,5,1,3,9,0.5555555555555556,0,1
2329-4140,1883,3,0,2,5,0.6,0,1
2329-4140,1884,2,1,2,5,0.4,1,1
2329-4140,1885,0,2,4,6,0.0,0,1
2329-4140,1886,5,4,2,11,0.45454545454545453,3,5
2329-4205,1889,2,0,0,2,1.0,1,1
2329-4280,1878,0,0,1,1,0.0,0,0
2329-4280,1884,0,0,1,1,0.0,0,0
2329-4280,1885,0,0,2,2,0.0,0,0
2329-4280,1886,1,4,2,7,0.14285714285714285,1,2
2329-4280,1887,1,0,1,2,0.5,0,0
2329-4280,1888,0,0,3,3,0.0,0,0
2329-4280,1889,2,1,1,4,0.5,0,0
2329-535X,1874,0,1,0,1,0.0,0,1
2329-535X,1875,1,1,1,3,0.3333333333333333,0,1
2329-535X,1876,0,0,1,1,0.0,0,0
2329-535X,1877,6,1,7,14,0.42857142857142855,5,8
2329-535X,1878,1,2,1,4,0.25,0,0
2329-535X,1879,3,2,0,5,0.6,1,2
2329-535X,1880,2,1,0,3,0.6666666666666666,0,0
2329-535X,1881,1,1,0,2,0.5,1,2
2329-535X,1882,2,0,0,2,1.0,0,0
2329-535X,1883,0,1,1,2,0.0,0,1
2329-535X,1884,0,3,5,8,0.0,0,0
2329-535X,1885,2,2,2,6,0.3333333333333333,1,3
2329-535X,1886,12,21,9,42,0.2857142857142857,4,12
2329-535X,1887,10,10,8,28,0.35714285714285715,2,8
2329-535X,1888,9,16,6,31,0.2903225806451613,5,17
2329-535X,1889,8,11,2,21,0.38095238095238093,1,6
2329-535X,1890,3,9,3,15,0.2,0,3
2329-5392,1874,0,0,1,1,0.0,0,0
2329-5503,1887,4,4,0,8,0.5,2,3
2329-5503,1888,1,6,2,9,0.1111111111111111,1,3
2329-5503,1889,0,0,1,1,0.0,0,0
2329-6461,1885,3,1,1,5,0.6,0,0
2329-6461,1886,5,9,6,20,0.25,0,5
2329-6461,1887,4,2,4,10,0.4,1,1
2329-6461,1888,6,6,5,17,0.35294117647058826,1,1
2329-6461,1889,1,1,4,6,0.16666666666666666,0,1
2329-6461,1890,1,0,0,1,1.0,0,0
2329-6518,1890,0,0,1,1,0.0,0,0
2329-6550,1890,12,18,15,45,0.26666666666666666,4,10
2329-7565,1884,0,0,2,2,0.0,0,0
2329-7565,1886,0,0,2,2,0.0,0,0
2329-7565,1887,1,1,1,3,0.3333333333333333,0,0
2329-7565,1888,0,0,1,1,0.0,0,0
2329-7581,1889,1,0,0,1,1.0,0,0
2329-7581,1890,0,1,1,2,0.0,0,0
2330-3441,1888,1,0,0,1,1.0,1,1
2330-5800,1877,9,0,3,12,0.75,6,6
2330-6009,1878,0,0,1,1,0.0,0,1
2330-6009,1879,0,2,0,2,0.0,0,1
2330-6009,1880,2,1,0,3,0.6666666666666666,1,1
2330-6009,1881,2,0,0,2,1.0,1,1
2330-6009,1882,2,1,0,3,0.6666666666666666,1,1
2330-6009,1883,1,1,0,2,0.5,0,0
2330-6009,1884,1,0,1,2,0.5,0,0
2330-6041,1885,4,1,0,5,0.8,1,2
2330-6041,1886,10,10,8,28,0.35714285714285715,3,8
2330-6041,1887,3,5,1,9,0.3333333333333333,0,1
2330-6041,1888,7,6,7,20,0.35,2,3
2330-6041,1889,5,3,2,10,0.5,0,0
2330-6041,1890,20,17,2,39,0.5128205128205128,6,12
2330-6149,1869,0,0,2,2,0.0,0,0
2330-6149,1871,0,1,0,1,0.0,0,0
2330-6149,1872,2,1,2,5,0.4,0,0
2330-6149,1873,0,2,0,2,0.0,0,0
2330-6203,1869,0,0,2,2,0.0,0,0
2330-6203,1870,1,0,8,9,0.1111111111111111,0,0
2330-6203,1871,1,0,1,2,0.5,0,0
2330-6203,1872,0,1,2,3,0.0,0,1
2330-7218,1873,0,1,3,4,0.0,0,1
2330-8400,1869,0,0,4,4,0.0,0,0
2330-8400,1870,1,0,4,5,0.2,0,1
2330-8400,1871,0,0,1,1,0.0,0,0
2330-8400,1873,0,1,1,2,0.0,0,0
2330-8400,1875,2,0,0,2,1.0,0,0
2330-8400,1876,0,1,2,3,0.0,0,0
2330-8400,1877,11,1,7,19,0.5789473684210527,5,7
2330-8400,1878,0,0,4,4,0.0,0,0
2330-8400,1879,1,0,3,4,0.25,0,0
2330-8400,1880,0,0,1,1,0.0,0,0
2330-8400,1881,0,0,1,1,0.0,0,0
2330-846X,1869,0,1,4,5,0.0,0,0
2330-846X,1870,0,1,2,3,0.0,0,0
2330-846X,1871,0,0,3,3,0.0,0,0
2330-8648,1869,1,1,0,2,0.5,0,0
2330-8648,1872,1,0,0,1,1.0,0,0
2330-8648,1876,1,1,0,2,0.5,0,0
2330-8826,1886,9,7,12,28,0.32142857142857145,2,3
2330-8826,1887,3,15,5,23,0.13043478260869565,0,8
2330-8826,1888,3,1,2,6,0.5,2,3
2330-8826,1889,3,2,3,8,0.375,0,0
2330-8826,1890,1,1,4,6,0.16666666666666666,0,1
2331-0162,1877,0,1,1,2,0.0,0,0
2331-0162,1878,0,0,1,1,0.0,0,0
2331-0162,1879,0,0,1,1,0.0,0,0
2331-0162,1880,0,0,1,1,0.0,0,0
2331-0162,1881,0,1,0,1,0.0,0,1
2331-0162,1883,3,0,1,4,0.75,1,1
2331-0162,1886,1,1,1,3,0.3333333333333333,1,1
2331-0162,1887,1,0,0,1,1.0,0,0
2331-0162,1888,1,0,0,1,1.0,0,0
2331-2874,1869,2,4,5,11,0.18181818181818182,0,0
2331-2874,1870,1,2,3,6,0.16666666666666666,0,0
2331-2874,1871,2,2,3,7,0.2857142857142857,0,2
2331-2874,1872,10,11,2,23,0.43478260869565216,0,0
2331-2874,1873,5,10,6,21,0.23809523809523808,1,4
2331-2874,1874,8,8,6,22,0.36363636363636365,2,6
2331-2874,1875,1,1,4,6,0.16666666666666666,0,0
2331-2874,1876,3,1,1,5,0.6,0,0
2331-2874,1877,23,9,20,52,0.4423076923076923,15,17
2331-2874,1878,4,3,8,15,0.26666666666666666,2,2
2331-2874,1879,3,9,7,19,0.15789473684210525,0,0
2331-2874,1880,3,9,3,15,0.2,0,0
2331-2874,1881,1,3,2,6,0.16666666666666666,0,0
2331-2874,1882,18,6,14,38,0.47368421052631576,2,4
2331-2874,1883,12,3,8,23,0.5217391304347826,2,4
2331-2912,1869,0,0,1,1,0.0,0,0
2331-3242,1872,0,1,0,1,0.0,0,0
2331-3242,1873,1,1,0,2,0.5,0,1
2331-3242,1874,2,2,0,4,0.5,2,3
2331-3242,1875,1,3,1,5,0.2,1,4
2331-3242,1876,1,1,4,6,0.16666666666666666,1,2
2331-3242,1877,8,7,9,24,0.3333333333333333,5,13
2331-3242,1878,0,0,6,6,0.0,0,0
2331-3242,1879,0,1,4,5,0.0,0,1
2331-3242,1880,1,2,3,6,0.16666666666666666,0,3
2331-3242,1881,2,0,2,4,0.5,1,1
2331-3242,1882,4,1,9,14,0.2857142857142857,3,3
2331-3242,1883,2,1,2,5,0.4,0,0
2331-3285,1873,2,5,2,9,0.2222222222222222,1,5
2331-3285,1874,4,2,0,6,0.6666666666666666,1,2
2331-3285,1875,1,2,1,4,0.25,1,2
2331-3285,1876,1,1,2,4,0.25,1,1
2331-3285,1877,25,12,6,43,0.5813953488372093,18,28
2331-3285,1878,2,3,1,6,0.3333333333333333,0,1
2331-3285,1880,9,12,9,30,0.3,1,3
2331-3285,1881,4,6,3,13,0.3076923076923077,0,1
2331-3285,1882,8,6,5,19,0.42105263157894735,3,3
2331-3285,1883,7,8,3,18,0.3888888888888889,0,1
2331-3285,1884,10,9,20,39,0.2564102564102564,2,5
2331-3285,1885,53,47,19,119,0.44537815126050423,24,43
2331-3285,1886,6,7,4,17,0.35294117647058826,0,0
2331-3285,1887,10,6,16,32,0.3125,3,6
2331-6454,1878,1,2,2,5,0.2,0,0
2331-6454,1881,0,0,1,1,0.0,0,0
2331-6454,1882,1,1,2,4,0.25,0,1
2331-6454,1883,4,0,0,4,1.0,0,0
2331-6454,1884,0,0,3,3,0.0,0,0
2331-6454,1885,3,4,4,11,0.2727272727272727,1,2
2331-6454,1886,18,1,25,44,0.4090909090909091,2,4
2331-6454,1887,2,1,5,8,0.25,0,0
2331-6454,1888,1,0,7,8,0.125,0,0
2331-6454,1889,2,2,2,6,0.3333333333333333,0,1
2331-6454,1890,4,0,4,8,0.5,0,1
2331-6519,1883,22,14,18,54,0.4074074074074074,11,18
2331-6519,1884,3,7,20,30,0.1,1,1
2331-6519,1885,10,6,8,24,0.4166666666666667,2,4
2331-6519,1886,47,26,37,110,0.42727272727272725,12,23
2331-6519,1887,7,8,11,26,0.2692307692307692,2,5
2331-6519,1888,16,11,26,53,0.3018867924528302,8,12
2331-6519,1889,4,3,3,10,0.4,1,1
2331-6519,1890,12,16,6,34,0.35294117647058826,3,8
2331-6640,1888,4,3,25,32,0.125,1,2
2331-6640,1889,4,2,8,14,0.2857142857142857,0,0
2331-6640,1890,3,0,4,7,0.42857142857142855,0,1
2331-7728,1870,0,0,1,1,0.0,0,0
2331-7728,1872,2,0,1,3,0.6666666666666666,0,0
2331-7728,1873,2,0,1,3,0.6666666666666666,1,1
2331-7728,1874,1,1,1,3,0.3333333333333333,0,1
2331-7728,1875,0,0,2,2,0.0,0,0
2331-7728,1876,0,0,2,2,0.0,0,0
2331-7728,1877,14,2,6,22,0.6363636363636364,8,12
2331-7728,1878,1,0,2,3,0.3333333333333333,0,0
2331-7728,1879,6,0,0,6,1.0,2,2
2331-7728,1880,3,1,0,4,0.75,1,1
2331-7728,1881,5,0,0,5,1.0,3,3
2331-7728,1882,8,3,2,13,0.6153846153846154,1,2
2331-7728,1883,6,1,1,8,0.75,0,2
2331-7728,1884,3,0,6,9,0.3333333333333333,0,0
2331-7728,1885,7,0,2,9,0.7777777777777778,2,2
2331-7728,1886,6,0,8,14,0.42857142857142855,1,1
2331-7728,1887,11,3,2,16,0.6875,0,1
2331-7728,1888,4,0,6,10,0.4,1,1
2331-7728,1889,2,0,7,9,0.2222222222222222,0,1
2331-7728,1890,9,0,2,11,0.8181818181818182,4,4
2331-7817,1871,1,0,3,4,0.25,0,0
2331-7817,1872,5,5,2,12,0.4166666666666667,0,1
2331-7817,1874,1,0,1,2,0.5,0,0
2331-7817,1875,1,2,1,4,0.25,0,0
2331-7817,1876,0,0,3,3,0.0,0,0
2331-7817,1877,7,0,1,8,0.875,3,4
2331-7817,1878,0,0,2,2,0.0,0,0
2331-7817,1879,0,0,1,1,0.0,0,0
2331-7817,1882,0,0,2,2,0.0,0,0
2331-7817,1883,2,0,0,2,1.0,0,0
2331-7817,1884,1,0,0,1,1.0,0,0
2331-7817,1886,1,3,1,5,0.2,0,2
2331-9968,1869,11,38,31,80,0.1375,1,11
2331-9968,1870,10,36,33,79,0.12658227848101267,3,11
2331-9968,1871,24,28,18,70,0.34285714285714286,3,6
2331-9968,1872,33,66,30,129,0.2558139534883721,1,8
2331-9968,1873,20,31,11,62,0.3225806451612903,4,13
2331-9968,1874,14,28,17,59,0.23728813559322035,7,16
2331-9968,1875,14,17,6,37,0.3783783783783784,3,7
2331-9968,1876,10,17,13,40,0.25,2,8
2331-9968,1877,70,39,32,141,0.49645390070921985,52,77
2331-9968,1878,24,41,48,113,0.21238938053097345,2,12
2331-9968,1879,12,45,21,78,0.15384615384615385,0,9
2331-9968,1880,10,16,9,35,0.2857142857142857,0,4
2331-9968,1881,2,15,7,24,0.08333333333333333,0,2
2331-9968,1882,45,55,24,124,0.3629032258064516,6,19
2331-9968,1883,47,60,37,144,0.3263888888888889,15,30
2331-9968,1884,11,35,23,69,0.15942028985507245,1,8
2331-9968,1885,28,37,19,84,0.3333333333333333,10,17
2331-9968,1886,165,255,149,569,0.28998242530755713,42,117
2331-9968,1887,101,123,77,301,0.33554817275747506,14,38
2331-9968,1888,72,78,66,216,0.3333333333333333,29,65
2331-9968,1889,73,86,26,185,0.3945945945945946,8,21
2331-9968,1890,82,117,44,243,0.3374485596707819,33,78
2332-0656,1869,0,5,6,11,0.0,0,3
2332-0656,1870,1,3,1,5,0.2,0,0
2332-0656,1871,0,1,1,2,0.0,0,0
2332-0656,1872,2,3,0,5,0.4,0,1
2332-0656,1873,1,0,0,1,1.0,0,0
2332-0656,1875,0,1,0,1,0.0,0,0
2332-0656,1877,0,1,2,3,0.0,0,0
2332-0656,1878,0,2,2,4,0.0,0,0
2332-0656,1879,0,0,1,1,0.0,0,0
2332-0656,1880,0,2,0,2,0.0,0,0
2332-0656,1881,0,0,1,1,0.0,0,0
2332-0656,1882,4,1,0,5,0.8,1,1
2332-0656,1883,2,2,1,5,0.4,0,2
2332-0974,1883,41,58,56,155,0.2645161290322581,0,12
2332-0974,1884,21,35,85,141,0.14893617021276595,3,10
2332-0974,1885,148,99,91,338,0.4378698224852071,47,82
2332-0974,1886,745,593,461,1799,0.41411895497498613,167,313
2332-0974,1887,279,330,197,806,0.34615384615384615,51,128
2332-0974,1888,162,146,178,486,0.3333333333333333,71,127
2332-0974,1889,54,56,33,143,0.3776223776223776,3,12
2332-0974,1890,11,19,6,36,0.3055555555555556,2,7
2332-1105,1885,23,35,18,76,0.3026315789473684,8,20
2332-2527,1880,0,2,1,3,0.0,0,3
2332-2527,1881,2,0,1,3,0.6666666666666666,0,0
2332-2527,1882,1,1,0,2,0.5,0,1
2332-256X,1870,0,0,1,1,0.0,0,0
2332-4589,1886,3,3,4,10,0.3,1,1
2332-4589,1887,16,44,8,68,0.23529411764705882,5,25
2332-4589,1888,12,30,28,70,0.17142857142857143,8,23
2332-4589,1889,13,13,6,32,0.40625,2,7
2332-4589,1890,14,18,9,41,0.34146341463414637,4,12
2332-5178,1879,1,0,0,1,1.0,0,0
2332-5178,1880,0,0,2,2,0.0,0,1
2332-5178,1882,1,0,1,2,0.5,0,0
2332-5178,1883,1,1,1,3,0.3333333333333333,0,0
2332-5240,1884,0,0,4,4,0.0,0,0
2332-5240,1885,1,2,0,3,0.3333333333333333,0,1
2332-5240,1886,11,11,7,29,0.3793103448275862,2,5
2332-5240,1887,1,5,4,10,0.1,1,3
2332-5240,1888,1,3,11,15,0.06666666666666667,0,0
2332-5348,1884,0,0,1,1,0.0,0,0
2332-5348,1885,1,0,0,1,1.0,0,0
2332-5348,1886,1,1,2,4,0.25,0,0
2332-5348,1887,0,0,1,1,0.0,0,0
2332-5348,1888,1,0,0,1,1.0,0,0
2332-5348,1889,0,0,1,1,0.0,0,0
2332-5364,1884,0,1,1,2,0.0,0,0
2332-5364,1886,1,3,2,6,0.16666666666666666,1,2
2332-5364,1887,2,0,6,8,0.25,0,0
2332-5364,1888,0,0,1,1,0.0,0,0
2332-5364,1889,1,1,0,2,0.5,0,0
2332-5364,1890,1,2,0,3,0.3333333333333333,0,0
2332-5402,1870,0,0,2,2,0.0,0,0
2332-5429,1890,1,0,0,1,1.0,0,0
2332-6131,1885,1,0,0,1,1.0,0,0
2332-6131,1886,0,1,1,2,0.0,0,0
2332-6190,1882,2,4,2,8,0.25,2,5
2332-6190,1883,6,5,2,13,0.46153846153846156,1,3
2332-6190,1884,3,4,4,11,0.2727272727272727,2,6
2332-6190,1885,6,4,3,13,0.46153846153846156,0,0
2332-6190,1886,10,12,12,34,0.29411764705882354,1,10
2332-6190,1887,4,5,10,19,0.21052631578947367,1,4
2332-6190,1888,11,18,16,45,0.24444444444444444,4,17
2332-6190,1889,6,14,6,26,0.23076923076923078,1,4
2332-6190,1890,6,7,2,15,0.4,5,7
2332-6239,1876,1,2,1,4,0.25,1,3
2332-6239,1877,4,4,1,9,0.4444444444444444,2,3
2332-6239,1878,3,3,3,9,0.3333333333333333,0,0
2332-6239,1880,1,0,4,5,0.2,0,0
2332-6239,1882,1,1,3,5,0.2,0,1
2332-6239,1883,4,4,3,11,0.36363636363636365,0,3
2332-6239,1884,0,4,13,17,0.0,0,2
2332-6239,1885,3,1,1,5,0.6,0,0
2332-7324,1877,0,0,1,1,0.0,0,0
2332-7340,1869,0,1,1,2,0.0,0,1
2332-7340,1871,0,1,1,2,0.0,0,2
2332-7340,1872,2,3,0,5,0.4,1,2
2332-7340,1873,2,1,4,7,0.2857142857142857,0,1
2332-7340,1874,4,5,1,10,0.4,2,3
2332-7340,1875,2,0,0,2,1.0,1,1
2332-7340,1876,1,0,1,2,0.5,0,0
2332-7340,1878,0,5,1,6,0.0,0,3
2332-7340,1879,2,2,0,4,0.5,0,1
2332-7340,1880,2,0,0,2,1.0,1,1
2332-7340,1881,3,0,0,3,1.0,1,1
2332-7340,1882,0,2,1,3,0.0,0,0
2332-7340,1883,1,1,3,5,0.2,0,0
2332-7340,1885,1,4,1,6,0.16666666666666666,1,2
2332-7340,1886,6,6,2,14,0.42857142857142855,0,0
2332-7340,1887,2,6,3,11,0.18181818181818182,2,9
2332-7340,1888,10,25,11,46,0.21739130434782608,6,21
2332-7340,1889,5,14,9,28,0.17857142857142858,0,7
2332-7340,1890,3,6,2,11,0.2727272727272727,2,6
2332-7391,1878,1,0,2,3,0.3333333333333333,1,1
2332-7391,1879,6,1,2,9,0.6666666666666666,1,1
2332-7391,1880,0,0,1,1,0.0,0,0
2332-7391,1883,2,0,1,3,0.6666666666666666,0,0
2332-7391,1884,0,0,2,2,0.0,0,0
2332-7391,1885,1,3,2,6,0.16666666666666666,0,1
2332-7391,1886,5,7,6,18,0.2777777777777778,1,3
2332-7391,1887,5,6,2,13,0.38461538461538464,0,1
2332-7391,1889,3,4,1,8,0.375,0,3
2332-7456,1880,2,5,1,8,0.25,0,2
2332-7456,1881,0,2,0,2,0.0,0,1
2332-7456,1882,3,1,1,5,0.6,0,1
2332-7456,1883,0,0,1,1,0.0,0,0
2332-7456,1884,1,0,4,5,0.2,0,1
2332-7456,1885,4,1,1,6,0.6666666666666666,1,1
2332-7529,1876,0,1,2,3,0.0,0,1
2332-7529,1877,3,2,1,6,0.5,2,3
2332-7529,1878,1,0,3,4,0.25,0,0
2332-7529,1879,1,3,0,4,0.25,0,0
2332-757X,1886,1,1,1,3,0.3333333333333333,1,3
2332-757X,1887,1,1,3,5,0.2,0,0
2332-757X,1888,0,3,1,4,0.0,0,0
2332-757X,1889,1,2,1,4,0.25,0,0
2332-757X,1890,0,1,1,2,0.0,0,1
2332-7596,1871,0,3,0,3,0.0,0,1
2332-7596,1872,0,3,0,3,0.0,0,0
2332-7596,1873,0,1,0,1,0.0,0,1
2332-7596,1879,0,1,1,2,0.0,0,1
2332-7596,1880,3,1,1,5,0.6,1,2
2332-7596,1881,0,2,0,2,0.0,0,2
2332-7596,1882,6,3,5,14,0.42857142857142855,2,5
2332-7596,1883,2,1,1,4,0.5,1,3
2332-7596,1884,0,0,4,4,0.0,0,0
2332-7596,1885,9,4,12,25,0.36,3,8
2332-7596,1886,5,1,6,12,0.4166666666666667,0,1
2332-7596,1887,3,1,2,6,0.5,0,0
2332-7596,1888,8,7,12,27,0.2962962962962963,4,7
2332-7596,1889,2,2,2,6,0.3333333333333333,1,2
2332-7596,1890,1,1,0,2,0.5,0,0
2332-9726,1881,0,0,1,1,0.0,0,0
2332-9726,1882,0,3,0,3,0.0,0,3
2332-9726,1883,0,1,0,1,0.0,0,0
2332-9726,1884,0,0,4,4,0.0,0,0
2332-9726,1885,1,0,0,1,1.0,1,1
2332-9726,1886,0,5,0,5,0.0,0,1
2332-9726,1887,1,6,0,7,0.14285714285714285,0,2
2332-984X,1879,0,1,0,1,0.0,0,1
2332-984X,1881,1,0,0,1,1.0,0,0
2332-984X,1884,0,0,2,2,0.0,0,0
2332-984X,1888,0,1,1,2,0.0,0,0
2332-984X,1889,1,0,0,1,1.0,1,1
2332-9947,1881,0,0,1,1,0.0,0,0
2332-9998,1882,0,1,0,1,0.0,0,1
2332-9998,1883,1,0,1,2,0.5,1,2
2332-9998,1884,0,0,1,1,0.0,0,0
2332-9998,1885,1,0,0,1,1.0,0,0
2332-9998,1886,0,4,1,5,0.0,0,4
2332-9998,1887,0,5,3,8,0.0,0,0
2332-9998,1888,3,7,3,13,0.23076923076923078,1,1
2332-9998,1889,0,1,0,1,0.0,0,0
2332-9998,1890,0,2,0,2,0.0,0,0
2333-0112,1869,1,0,3,4,0.25,0,0
2333-0112,1870,0,0,2,2,0.0,0,0
2333-0112,1872,0,0,7,7,0.0,0,0
2333-0112,1874,0,0,1,1,0.0,0,1
2333-0112,1875,0,0,5,5,0.0,0,0
2333-0112,1876,2,0,5,7,0.2857142857142857,1,1
2333-0112,1877,15,2,5,22,0.6818181818181818,8,9
2333-0112,1878,2,0,9,11,0.18181818181818182,0,0
2333-0112,1879,2,0,2,4,0.5,0,0
2333-0112,1880,3,1,10,14,0.21428571428571427,0,1
2333-0112,1881,0,2,3,5,0.0,0,1
2333-0112,1882,1,1,5,7,0.14285714285714285,0,1
2333-0112,1883,2,0,3,5,0.4,0,0
2333-0112,1884,1,0,12,13,0.07692307692307693,0,0
2333-0112,1885,2,2,3,7,0.2857142857142857,0,0
2333-0112,1886,13,26,15,54,0.24074074074074073,1,11
2333-0112,1887,1,7,8,16,0.0625,0,5
2333-0112,1888,7,5,35,47,0.14893617021276595,0,0
2333-0112,1889,6,0,8,14,0.42857142857142855,1,1
2333-0112,1890,12,12,9,33,0.36363636363636365,6,8
2333-0139,1869,0,0,1,1,0.0,0,0
2333-0163,1869,1,0,2,3,0.3333333333333333,1,1
2333-0163,1870,0,1,2,3,0.0,0,1
2333-0163,1872,0,0,4,4,0.0,0,0
2333-0163,1873,0,0,1,1,0.0,0,0
2333-0163,1875,1,1,0,2,0.5,1,1
2333-0163,1877,2,0,2,4,0.5,1,2
2333-0163,1878,3,0,0,3,1.0,0,0
2333-0163,1880,0,0,1,1,0.0,0,0
2333-1402,1889,7,3,4,14,0.5,1,3
2333-1402,1890,9,3,7,19,0.47368421052631576,3,6
2333-1518,1870,0,0,1,1,0.0,0,0
2333-1518,1871,0,1,3,4,0.0,0,2
2333-1518,1872,0,0,3,3,0.0,0,0
2333-1550,1871,1,0,2,3,0.3333333333333333,0,0
2333-1550,1872,0,0,1,1,0.0,0,0
2333-1550,1873,1,0,0,1,1.0,0,0
2333-1550,1874,0,0,1,1,0.0,0,0
2333-1550,1875,1,0,1,2,0.5,0,0
2333-1550,1876,0,0,1,1,0.0,0,0
2333-1550,1877,2,1,4,7,0.2857142857142857,2,2
2333-1550,1878,1,0,4,5,0.2,0,1
2333-1550,1879,0,0,1,1,0.0,0,0
2333-1550,1880,0,1,0,1,0.0,0,0
2333-1550,1881,1,0,0,1,1.0,0,0
2333-1550,1882,0,0,1,1,0.0,0,0
2333-1550,1883,0,0,4,4,0.0,0,0
2333-1550,1884,0,0,3,3,0.0,0,0
2333-1550,1886,1,2,2,5,0.2,0,0
2333-1550,1888,1,1,7,9,0.1111111111111111,0,0
2333-1550,1890,0,1,4,5,0.0,0,1
2333-1925,1873,0,0,1,1,0.0,0,0
2333-1925,1874,2,0,2,4,0.5,0,0
2333-1925,1880,0,0,2,2,0.0,0,0
2333-1925,1881,1,0,1,2,0.5,1,1
2333-1925,1882,2,1,1,4,0.5,0,0
2333-1925,1883,1,0,0,1,1.0,0,0
2333-2867,1884,0,0,1,1,0.0,0,0
2333-2905,1884,0,0,1,1,0.0,0,0
2333-2905,1886,4,2,3,9,0.4444444444444444,0,0
2333-2905,1887,4,6,3,13,0.3076923076923077,1,3
2333-2905,1888,3,1,6,10,0.3,0,1
2333-2905,1889,2,0,1,3,0.6666666666666666,1,1
2333-2905,1890,1,1,2,4,0.25,0,0
2333-2921,1872,0,1,1,2,0.0,0,1
2333-2921,1873,0,0,1,1,0.0,0,0
2333-2921,1874,0,1,0,1,0.0,0,1
2333-2921,1881,0,0,1,1,0.0,0,0
2333-2921,1883,0,0,1,1,0.0,0,0
2333-2921,1886,6,9,7,22,0.2727272727272727,1,5
2333-2921,1887,0,1,1,2,0.0,0,0
2333-3014,1877,0,1,1,2,0.0,0,1
2333-3014,1878,0,0,1,1,0.0,0,0
2333-3014,1879,2,0,1,3,0.6666666666666666,0,0
2333-3014,1880,0,1,2,3,0.0,0,0
2333-3030,1871,0,0,1,1,0.0,0,1
2333-4312,1869,1,0,0,1,1.0,0,0
2333-4312,1870,0,0,2,2,0.0,0,0
2333-4312,1872,0,1,0,1,0.0,0,1
2333-4312,1873,2,4,1,7,0.2857142857142857,1,3
2333-4312,1875,0,0,2,2,0.0,0,0
2333-4312,1876,0,1,0,1,0.0,0,0
2333-4312,1877,3,2,4,9,0.3333333333333333,1,3
2333-4312,1878,2,0,2,4,0.5,1,1
2333-4312,1880,1,0,0,1,1.0,0,0
2333-4312,1882,1,0,0,1,1.0,0,0
2333-4312,1884,1,1,4,6,0.16666666666666666,0,1
2333-4517,1877,1,0,0,1,1.0,1,1
2333-4649,1870,0,1,2,3,0.0,0,0
2333-4649,1872,0,0,1,1,0.0,0,0
2333-4649,1873,0,0,1,1,0.0,0,0
2333-4681,1873,0,1,0,1,0.0,0,1
2333-4681,1874,2,4,1,7,0.2857142857142857,0,2
2333-4681,1875,1,2,0,3,0.3333333333333333,1,2
2333-4681,1877,8,10,3,21,0.38095238095238093,5,12
2333-4681,1878,0,1,0,1,0.0,0,0
2333-4681,1881,2,1,2,5,0.4,0,0
2333-4681,1882,4,4,0,8,0.5,2,3
2333-4681,1883,13,6,6,25,0.52,1,2
2333-4681,1884,2,0,4,6,0.3333333333333333,0,0
2333-4681,1885,12,10,15,37,0.32432432432432434,6,15
2333-6196,1886,3,1,3,7,0.42857142857142855,0,0
2333-6196,1887,26,11,26,63,0.4126984126984127,2,2
2333-6196,1888,12,7,6,25,0.48,6,8
2333-6196,1889,2,3,3,8,0.25,0,0
2333-6196,1890,15,6,5,26,0.5769230769230769,4,6
2333-7788,1869,0,1,1,2,0.0,0,0
2333-7788,1873,0,1,0,1,0.0,0,0
2333-7788,1874,0,0,1,1,0.0,0,0
2333-7788,1877,14,2,2,18,0.7777777777777778,10,12
2333-7788,1879,1,1,0,2,0.5,0,1
2333-7788,1880,2,0,0,2,1.0,0,0
2333-7788,1882,1,0,2,3,0.3333333333333333,0,0
2333-7788,1883,1,0,2,3,0.3333333333333333,0,1
